contMencion,contPalabrasConArrDentro,contCaracterEspecial,contSignosPuntucion,contCaracMayusculas,contLetrasRepetidas,contParentesis,contEmojis,contOnomatopeyas,contInterjecciones,contInterpelaciones,contDiminutivos,contAumentativos,contPeroyativos,contSuperlativos,conDeterminantes,contIndeterminados,contDemostrativos,contPronombres1eraPersona,contPronombres2onaPersona,contVerbosSerEstarParecer,contVerbosEnPrimeraPersona,contVerbosEnSegundaPersona,contVerbosIndicativos,contVerbosSubjuntivos,contVerbosPresente,contVerbosImperativo,contVerbosPreterito,contVerbosFuturo,contVerbosCondicional,contVerbosParticipio,contVerbosGerundio,contAdverbiosCantidad,contAdverbiosNegacion,contAdverbiosDuda,contAdjetivosCantidad,likes,retweets,diaSetmana,hora,seguidors,seguits
0,0,3,9,5.825,3,0,0,4,4,4,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,5,41034,876,768
0,0,3,9,6.926,3,0,0,1,1,1,2,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,40638,0,0
1,0,0,6,2.381,2,0,0,1,2,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,5,39971,8363,4120
4,0,3,12,8.621,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,38489,250,966
0,0,1,4,4.054,2,0,0,1,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,38488,2228,1970
0,0,0,1,4.167,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,36790,210,302
1,0,0,3,4.242,1,0,0,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,36668,3479,3251
1,0,3,13,6.25,4,0,0,4,5,5,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,5,36458,1334,618
0,0,0,4,8.511,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,36231,603,2145
0,0,3,12,6.19,6,0,0,4,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,36163,3479,3251
0,0,3,6,6.944,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,24,5,35665,6605,1922
0,0,3,8,6.283,4,0,0,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,35164,388,1328
1,0,0,6,1.288,0,0,0,2,1,2,0,1,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,33617,61,19
1,0,0,6,5.381,2,0,0,0,3,2,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33234,61,19
1,0,0,2,7.692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32814,131,283
0,0,1,3,6.211,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,29,5,31881,1253,526
0,0,1,3,5.435,1,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,31826,228,520
1,0,0,4,6.579,2,0,0,1,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,31219,2027,3806
2,0,0,21,3.292,14,0,0,1,2,1,1,0,0,1,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,5,30609,475,592
0,0,5,9,9.278,3,0,0,6,7,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,30423,163,266
1,0,2,5,6.107,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,30374,141,239
2,0,0,12,8.046,5,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75669,77,59
1,0,11,22,8.984,4,0,0,2,5,6,1,1,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,60,45,2,66106,27520,985
17,0,3,30,16.538,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52504,2785,5000
1,0,0,12,5.35,4,0,0,0,1,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,12,3,1,48073,2410,1536
0,0,3,11,4.511,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,33012,437,848
2,0,0,5,5.634,2,0,0,0,1,1,0,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48273,5198,5272
2,0,2,9,5.761,0,1,0,0,0,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,5,4,74836,1999,999
2,0,0,9,7.377,4,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,62026,2117,2944
2,0,3,17,4.348,5,0,0,1,1,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,32426,4003,4535
1,0,3,10,7.692,4,0,0,0,2,5,0,0,0,1,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,63,19,1,72779,6650,3784
4,0,0,9,6.818,1,0,0,1,2,3,0,1,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45267,610,2478
2,0,0,2,4.762,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44586,591,94
3,0,3,11,10.833,3,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40549,588,1017
4,0,0,8,7.5,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,39414,54,253
1,0,0,6,1.242,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,85171,88,467
0,0,0,0,98.837,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,79043,866,2182
3,0,0,5,9.559,0,0,0,1,2,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,76623,545,771
1,0,6,16,7.735,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,73137,588,1017
0,0,1,5,4.348,2,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,6,72852,1907,773
3,0,3,10,8.759,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,63829,3756,3764
0,0,0,2,4.464,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67619,150,218
3,0,0,6,2.927,5,0,0,3,3,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,43263,1760,1277
0,0,3,9,9.155,3,0,0,1,3,2,0,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,4,57830,21316,21260
0,0,3,8,9.22,3,0,0,1,3,2,0,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,29344,62,92
1,0,5,8,4.412,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,66795,241,521
1,0,3,7,7.746,4,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,58533,1709,1895
0,0,2,4,4.969,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,36045,2117,4994
1,0,0,6,3.788,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,47264,1760,1277
1,0,0,7,2.155,2,0,0,1,3,6,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,6,51417,2402,2929
3,0,0,9,5.366,3,0,0,0,1,1,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49168,4,257
1,0,0,8,2.907,3,0,0,0,2,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,71886,28,259
0,0,0,0,2.469,0,0,0,1,2,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71555,28,259
1,0,0,2,10.294,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,80583,1515,2539
4,0,0,12,11.243,4,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74616,4,257
2,0,3,10,10.314,3,0,0,0,5,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,6,65117,6373,6477
0,0,0,4,3.922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,41755,6372,6477
4,0,3,15,7.471,5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,37557,4,257
0,0,0,0,9.272,3,0,0,1,2,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,69200,13865,7843
0,0,0,4,8.095,2,0,0,0,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,74880,13865,7843
0,0,0,0,5.581,3,0,0,0,5,6,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,54448,13865,7843
1,0,0,4,7.383,2,0,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74435,591,94
4,0,1,13,4.779,1,0,0,1,3,3,2,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85741,158,163
2,1,5,13,4.813,6,1,0,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,81912,3438,3065
1,0,7,13,12.568,7,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,6,86003,3438,3065
1,0,0,8,4.783,4,0,0,0,3,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,10,6,76085,2341,4134
0,0,0,3,1.829,0,0,0,1,2,3,0,0,0,1,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,8,6,51387,11530,999
0,0,0,7,11.798,1,0,0,2,5,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65351,767,829
4,0,0,12,5.224,0,0,0,4,4,5,0,0,1,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,5,67144,44,215
1,0,0,6,28.287,1,0,0,1,1,3,1,1,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50938,1845,3633
0,0,0,2,4.0,3,0,0,3,4,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28236,0,0
2,1,0,4,6.061,2,0,0,2,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,40512,161,298
2,0,5,12,4.464,5,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85540,1196,4743
0,0,3,10,4.297,5,0,0,0,4,2,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,652,294,0,44933,55438,9174
0,0,17,24,9.962,5,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,82809,15247,348
0,0,21,32,10.526,7,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81010,15247,348
0,0,23,32,10.728,7,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,79232,15247,348
0,0,22,31,11.194,6,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77412,15247,348
0,0,21,30,11.236,6,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,75610,15247,348
0,0,19,27,9.259,5,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73806,15247,348
0,0,22,31,10.075,6,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,72047,15247,348
0,0,21,31,12.03,5,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70212,15247,348
0,0,22,33,12.36,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68411,15247,348
0,0,19,27,12.36,6,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54036,15247,348
0,0,20,30,14.885,9,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43213,15247,348
0,0,19,27,11.111,6,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36034,15247,348
0,0,23,31,8.679,7,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28834,15247,348
1,0,19,22,7.143,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25975,15247,348
0,0,20,27,8.55,4,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,82807,15247,348
0,0,23,31,10.409,7,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81002,15247,348
0,0,23,31,11.027,7,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,79203,15247,348
0,0,22,30,8.989,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77412,15247,348
0,0,23,32,11.567,9,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75640,15247,348
0,0,22,31,18.284,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75625,15247,348
0,0,24,33,9.489,5,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73803,15248,348
0,0,21,29,10.566,6,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72024,15247,348
0,0,21,30,10.332,6,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68428,15247,348
0,0,23,31,9.665,9,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54006,15247,348
1,0,4,9,10.714,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,50416,569280,2160
0,0,7,13,4.42,5,1,0,0,2,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,5,46113,6270,883
0,0,1,3,6.818,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,43477,166,270
0,0,21,33,11.111,8,1,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43217,15247,348
0,0,1,8,3.378,2,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,38727,462,530
7,0,11,27,16.288,7,0,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,38690,7603,5748
0,0,19,26,25.66,4,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,37153,15247,348
0,0,6,18,20.779,7,0,0,1,3,3,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,204,41,5,36570,20032,274
0,0,20,31,8.779,7,1,0,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36006,15247,348
0,0,5,7,8.264,2,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,5,32400,69306,239
0,0,19,26,7.865,4,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28807,15247,348
0,0,4,6,8.889,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,5,7200,69306,239
0,0,1,3,10.526,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6880,488,1656
1,0,4,7,12.048,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,182,24,5,6371,69306,239
0,0,4,6,8.434,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,29,5,5996,69306,239
0,0,1,8,2.0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5976,68,188
0,0,1,1,3.333,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5963,1215,381
1,0,1,7,2.358,4,0,0,1,4,7,0,1,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,5,5920,2009,1674
0,0,1,3,4.762,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5907,479,543
1,0,4,9,10.753,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,5,5905,569280,2160
2,0,4,9,11.111,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,5846,7603,5748
0,0,7,14,16.529,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,5,5751,18279,628
0,0,1,3,7.143,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5724,2258,698
0,0,4,16,2.692,2,0,0,3,4,4,0,1,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,978,107,5,5710,69306,239
0,0,1,1,0.0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5689,68,188
0,0,4,6,6.542,4,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,5,5636,114,29
