contMencion,contPalabrasConArrDentro,contCaracterEspecial,contSignosPuntucion,contCaracMayusculas,contLetrasRepetidas,contParentesis,contEmojis,contOnomatopeyas,contInterjecciones,contInterpelaciones,contDiminutivos,contAumentativos,contPeroyativos,contSuperlativos,conDeterminantes,contIndeterminados,contDemostrativos,contPronombres1eraPersona,contPronombres2onaPersona,contVerbosSerEstarParecer,contVerbosEnPrimeraPersona,contVerbosEnSegundaPersona,contVerbosIndicativos,contVerbosSubjuntivos,contVerbosPresente,contVerbosImperativo,contVerbosPreterito,contVerbosFuturo,contVerbosCondicional,contVerbosParticipio,contVerbosGerundio,contAdverbiosCantidad,contAdverbiosNegacion,contAdverbiosDuda,contAdjetivosCantidad,insultos,likes,retweets,diaSetmana,hora,seguidors,seguits,violento,KMeans_Clusters
1,0,1,3,13.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6050,475,424,0,1
1,0,2,4,16.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6043,146,336,1,1
1,0,1,6,3.497,7,0,0,2,4,5,0,0,0,0,1,0,0,0,0,0,3,2,3,2,3,2,3,0,0,0,1,0,0,0,0,1,18,10,6,6038,0,0,0,1
1,0,1,2,21.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6030,475,424,0,1
2,0,1,13,8.235,14,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,6,6029,0,0,0,1
0,0,1,1,22.727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6022,774,777,1,1
2,0,1,3,15.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6015,475,424,0,1
4,0,1,10,4.608,3,0,0,1,1,2,0,0,0,0,2,0,0,0,0,1,3,4,4,4,4,3,2,0,0,0,0,0,2,0,0,3,4,2,6,6006,469,543,1,1
0,0,2,7,9.023,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,2,0,0,0,1,0,0,0,0,3,4,2,6,5999,0,0,1,1
0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,6,3,6,6882,665,312,0,1
0,0,0,3,1.205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,6,6822,299,309,0,1
0,0,0,0,5.556,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,6630,433,359,0,1
1,0,0,1,3.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6159,427,365,0,1
0,0,12,13,9.302,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,2,3,2,1,0,0,0,0,0,0,0,0,1,3,0,6,5986,129,130,0,1
0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,6,5205,0,0,0,1
2,0,0,3,3.158,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,3,5,0,6,5174,43,221,1,1
0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,5025,591,542,0,1
2,0,0,5,2.857,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4,1,4,2,4,2,3,0,0,0,1,0,0,0,0,1,2,1,6,4449,512,462,0,1
1,0,0,1,11.111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6,3840,563,684,0,1
0,0,1,2,2.113,2,0,0,0,1,1,0,0,0,0,3,1,0,0,0,2,3,1,4,2,4,2,4,0,0,0,1,1,0,0,0,2,3,0,6,3494,514,1176,0,1
0,0,1,4,6.604,0,0,0,1,5,4,0,1,0,0,3,1,0,0,0,0,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,1,3,1,6,2187,148,271,0,1
2,0,3,11,5.53,5,0,0,1,3,2,2,1,0,0,2,4,0,0,0,0,2,1,2,1,2,1,2,0,0,0,1,0,0,0,0,1,3,1,6,2080,164,201,0,1
1,0,0,1,4.762,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1680,0,0,0,1
0,0,0,2,3.488,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,3,3,3,3,2,2,0,0,0,0,1,0,0,2,3,0,6,1482,731,555,0,1
1,0,0,1,8.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1272,0,0,0,1
0,0,3,6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1060,246,237,0,1
2,0,0,8,3.665,1,0,2,1,3,3,0,1,0,0,0,0,0,0,0,2,4,3,6,5,6,5,3,0,0,1,0,3,0,0,0,1,1,0,6,769,1055,1117,0,0
1,0,0,1,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,694,21,172,0,1
0,0,0,2,0.0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,1,0,3,2,3,2,3,2,2,0,0,0,0,1,1,0,0,1,2,0,6,469,30,78,0,1
0,0,3,5,13.043,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,210,1560,991,0,1
0,0,3,5,21.739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,179,1560,991,0,1
0,0,3,5,26.087,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,173,1560,991,0,1
0,0,3,5,17.391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,157,1560,991,0,1
0,0,7,14,9.091,5,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,0,0,5,86267,366,130,0,2
0,0,0,0,0.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,5,85806,260,325,0,2
1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,85534,65,204,0,2
0,0,0,3,5.714,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,3,2,3,2,3,1,0,0,1,0,0,0,0,0,14,1,5,85277,699,295,0,2
0,0,2,2,4.58,0,1,0,0,2,3,0,0,0,0,1,1,0,1,0,0,6,3,6,3,6,3,5,0,0,0,0,0,1,0,0,1,2,0,5,85261,439,232,0,2
3,0,2,7,6.349,1,1,0,1,0,2,0,1,0,0,2,1,0,0,0,1,1,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,5,84618,20,213,0,2
0,0,1,2,13.636,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84604,1650,471,0,2
1,0,0,2,2.632,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5,84555,0,0,0,2
1,0,0,1,5.263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,5,84515,404,437,0,2
0,0,1,1,14.754,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,83331,0,0,0,2
2,0,1,3,15.254,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83017,0,0,0,2
2,0,1,3,15.789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,82912,0,0,0,2
0,0,0,0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,82520,75,152,0,2
0,0,1,1,9.756,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,3,4,4,4,3,3,1,1,0,0,0,0,0,0,0,3,0,5,82252,0,0,0,2
1,0,0,2,5.405,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,5,82161,327,110,1,2
0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,82100,679,506,0,2
0,0,0,0,0.0,4,0,0,1,2,4,0,0,0,0,0,1,0,0,0,1,2,1,3,1,3,0,2,0,0,0,1,0,0,0,0,2,4,1,5,82057,62,71,0,2
0,0,1,2,13.158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81304,1650,471,0,2
1,0,0,2,10.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80633,829,561,0,2
1,0,0,3,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80624,1018,1330,0,2
0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,80512,647,584,0,2
0,0,0,0,4.167,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,80234,791,495,0,2
0,0,0,9,9.231,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,79668,1148,434,0,2
2,0,0,2,3.571,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,5,79630,255,207,0,2
0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,79324,1689,1088,0,2
0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,5,79180,1,140,0,2
0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,3,2,4,3,4,2,2,0,0,0,1,0,2,0,0,0,1,0,5,78541,258,190,0,2
0,0,0,0,2.439,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,13,1,5,78496,9531,544,0,2
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78354,1182,935,0,2
1,0,0,1,8.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,78261,90,422,0,2
1,0,1,4,4.706,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,77046,58,155,0,2
0,0,0,0,3.846,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,76144,1584,327,0,2
0,0,0,4,5.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,76041,289,290,0,2
1,0,1,3,2.5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76015,410,245,0,2
0,0,0,1,3.704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,5,75113,0,0,0,2
0,0,0,0,3.125,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,5,75093,0,0,0,2
0,0,0,0,2.899,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,3,2,3,2,1,0,0,0,1,1,0,0,0,0,0,0,5,75090,791,495,0,2
1,0,0,1,7.018,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,74961,8,98,0,2
0,0,0,1,4.494,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,2,3,3,3,3,2,1,0,0,0,0,0,1,0,0,0,16,2,5,74611,12414,735,1,2
0,0,0,3,1.852,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,5,74481,694,657,0,2
0,0,0,1,17.778,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,1,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,5,73842,0,0,0,2
0,0,0,0,0.0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,3,0,2,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,5,72970,0,0,0,2
0,0,0,1,0.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,2,1,3,1,1,0,0,0,1,0,0,0,0,1,4,0,5,72916,0,0,0,2
0,0,3,7,20.312,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72242,997,984,0,2
0,0,0,11,1.562,6,0,0,3,1,3,1,0,0,0,3,0,0,0,0,2,0,3,6,6,6,3,0,0,0,0,0,0,2,0,0,0,32,6,5,71153,5479,5294,0,2
0,0,0,0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,5,70662,0,0,0,2
1,0,0,2,5.556,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70632,0,0,0,2
0,0,3,6,11.29,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,3,5,70558,0,0,0,2
0,0,0,0,1.667,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,1,1,0,0,0,0,0,0,0,0,0,4,0,5,70311,46,45,0,2
1,0,0,1,8.824,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,69932,0,0,0,2
0,0,2,3,17.647,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69870,1217,1940,0,2
0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,69559,1863,336,0,2
0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,3,0,5,69253,1893,3035,0,2
0,0,3,9,1.523,2,0,0,0,3,3,0,0,0,0,2,1,0,1,1,1,1,3,3,3,3,1,0,0,0,0,0,1,2,0,0,0,2,0,5,68582,135,135,0,2
0,0,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,5,66593,638,532,0,2
0,0,0,1,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,66229,1857,975,0,2
1,0,0,1,3.704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5,65871,136,142,0,2
0,0,3,11,81.699,4,0,0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,64557,0,0,0,2
2,0,0,3,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,64496,0,0,0,2
1,0,24,28,7.006,18,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,13,1,5,64344,7799,8477,0,2
0,0,0,3,7.447,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,4,1,3,1,4,1,2,0,0,0,1,0,0,0,0,2,3,2,5,64052,0,0,0,2
0,0,8,13,8.805,4,0,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,5,62902,185396,11959,0,2
1,0,0,1,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,62314,1171,708,0,2
1,0,5,9,6.849,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62080,57,64,0,2
1,0,0,4,1.667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,62032,0,0,0,2
1,0,3,6,4.167,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,4,2,5,2,5,1,4,0,0,1,1,0,0,0,0,1,24,5,5,61886,174,204,0,2
0,0,0,0,2.381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,61809,3142,2437,0,2
0,0,8,19,13.636,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,61247,575,859,0,2
2,0,0,3,3.571,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60418,521,408,0,2
0,0,0,2,0.0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,2,0,3,1,3,1,3,0,0,0,1,0,0,0,0,0,1,0,5,60285,244,321,0,2
1,0,0,4,7.692,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,59263,603,1021,0,2
0,0,0,0,1.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,5,59045,249,260,0,2
0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,58612,202,198,0,2
1,0,0,3,16.667,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,5,58500,679,500,0,2
0,0,1,2,3.947,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,58231,393,525,0,2
4,0,0,6,11.864,1,0,2,2,3,1,0,1,0,0,1,0,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,58160,732,1340,0,2
1,0,3,7,7.194,3,0,3,4,3,5,1,0,0,0,0,3,0,0,0,6,2,6,6,6,6,2,2,1,0,0,0,0,1,0,0,1,1,0,6,6845,1435,1171,1,0
1,0,1,3,14.286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6840,171,507,0,1
1,0,0,8,2.893,6,0,0,3,2,3,0,0,0,0,4,0,0,0,0,1,9,5,10,6,10,6,7,0,0,4,0,0,1,0,0,2,0,0,6,6834,431,808,0,0
1,0,3,7,12.821,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6787,0,0,0,1
1,0,3,9,5.439,0,1,0,4,6,5,0,0,0,0,2,1,0,0,0,3,8,3,9,4,9,4,6,1,0,1,0,2,2,0,0,2,3,2,6,6650,227,396,1,0
0,0,4,7,6.25,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,3,1,1,0,0,1,0,0,0,0,0,8,2,6,6628,1033,950,0,1
1,0,0,8,4.52,2,0,0,0,0,4,1,0,1,0,3,1,0,0,0,3,1,3,4,4,4,2,1,0,0,0,0,0,2,0,0,3,2,0,6,6531,46,186,1,1
1,0,0,7,3.965,2,0,0,4,2,3,0,0,0,0,1,1,1,0,0,1,5,5,6,5,6,4,4,0,0,0,1,0,1,0,0,0,14,0,6,6486,1435,1171,1,0
0,0,2,7,12.941,0,0,0,0,1,2,0,1,0,0,5,1,0,0,0,1,2,3,4,4,4,3,2,0,0,0,0,1,1,0,0,0,10,5,6,6430,667,379,0,1
0,0,2,7,12.5,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4,4,4,4,4,4,1,0,0,0,0,0,1,0,0,1,11,0,6,6321,2670,957,1,1
1,0,0,6,2.765,3,0,0,9,3,4,0,0,0,0,1,0,1,0,0,1,3,6,8,6,8,1,3,0,0,0,2,1,0,0,0,2,5,0,6,6293,1435,1171,1,0
0,0,3,5,5.195,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,6,6252,0,0,0,1
2,0,0,6,2.247,1,0,0,4,4,2,1,0,0,0,3,2,0,0,0,1,8,5,8,6,8,6,5,0,0,2,0,0,1,0,0,2,5,0,6,6214,63,534,0,0
3,0,2,7,7.104,2,0,0,0,1,3,0,0,0,0,1,1,0,0,0,2,3,4,5,5,5,4,1,0,0,0,0,0,1,0,0,1,29,9,6,6172,645,505,1,1
1,0,0,5,2.283,4,0,0,5,4,3,0,0,0,0,5,0,0,0,0,2,6,5,6,5,6,5,5,0,0,0,1,1,0,0,0,2,1,0,6,6148,1435,1171,1,0
1,0,0,11,33.077,7,0,0,0,3,8,1,1,0,0,0,1,1,0,0,6,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,6,6143,175,248,1,0
1,0,0,4,3.937,1,0,0,2,4,4,2,0,1,0,2,0,0,0,0,2,1,2,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,6,6117,46,186,0,1
1,0,1,3,13.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6050,475,424,0,1
0,0,1,5,4.545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,0,0,0,1,0,1,0,0,0,21,2,6,6047,519872,213,0,1
1,0,0,2,5.263,1,0,0,2,3,2,0,0,1,0,0,1,0,0,0,0,2,1,3,2,3,2,1,1,0,0,1,1,0,0,0,2,17,0,6,5958,945,828,0,1
1,0,3,13,2.905,4,0,0,5,8,8,1,0,1,0,2,0,1,0,0,0,5,5,6,5,6,4,3,0,0,0,0,2,1,0,0,2,7,1,6,5803,1435,1171,1,0
1,0,1,3,1.863,1,0,0,2,3,3,0,0,0,0,1,2,0,0,0,1,4,4,4,4,4,4,3,0,1,0,0,0,1,0,0,1,0,0,6,5709,9,131,0,0
0,0,0,12,5.229,0,0,0,3,2,3,0,0,0,0,0,1,1,0,0,0,5,3,7,3,7,1,6,0,0,1,0,0,0,0,0,0,0,0,6,5684,3040,1759,0,0
0,0,1,4,6.316,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,36,3,6,5668,519872,213,0,1
2,0,2,5,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,6,5648,645,505,0,1
1,0,0,1,8.475,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5624,23,25,0,1
1,0,0,5,8.108,2,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,6,5601,8,59,0,1
1,0,0,3,9.804,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5595,23,25,1,1
1,0,0,9,4.412,5,0,0,0,2,1,0,0,0,0,4,0,0,0,0,2,4,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,6,5566,46,186,1,1
0,0,1,3,7.292,0,0,0,1,1,1,1,0,0,0,3,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,6,1,6,5561,519872,213,0,1
0,0,0,5,3.788,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,7,4,7,4,5,0,0,2,1,0,1,0,0,2,42,7,6,5503,76,315,1,1
0,0,1,4,12.931,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,1,3,3,4,3,4,2,2,0,0,0,1,0,0,0,0,3,7,1,6,5263,1075,238,1,1
1,0,1,6,2.165,1,0,0,3,5,7,0,0,1,0,1,2,0,0,0,3,2,5,6,5,6,1,1,0,0,0,0,0,0,0,0,5,5,0,6,5202,1435,1171,1,0
0,0,3,6,10.227,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5149,0,0,0,1
0,0,1,4,1.493,1,0,0,3,5,5,0,0,0,0,1,0,0,0,0,0,4,4,5,4,5,3,1,0,0,0,0,0,2,0,1,2,4,0,6,5081,208,415,0,0
0,0,1,4,4.167,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,9,1,6,5069,519872,213,0,1
